Timestamp,Campus_Location,Ambient_Temp_C,Activity_Level,Total_Demand_Liters
4/8/2025,Central_Library,36.6,Medium,686
4/9/2025,Academic_Block_1,30.9,Medium,1385
4/10/2025,Garden_Irrigation,34.9,Low,1370
4/11/2025,Main_Hostel_A,21.1,Medium,1566
4/12/2025,Campus_Laundry,24.1,Medium,2430
4/13/2025,Central_Library,35,Medium,652
4/14/2025,Girls_Hostel_B,23.3,Medium,1632
4/15/2025,Central_Canteen,32.5,Medium,1455
4/16/2025,Girls_Hostel_B,27.9,Medium,1740
4/17/2025,Central_Library,21.3,Low,326
4/18/2025,Girls_Hostel_B,39.3,Medium,1986
4/19/2025,Main_Hostel_A,39.2,Medium,2034
4/20/2025,Girls_Hostel_B,15.2,Low,816
4/21/2025,Garden_Irrigation,30.9,High,1715
4/22/2025,Central_Canteen,36.9,Medium,1535
4/23/2025,Central_Canteen,30.4,Medium,1530
4/24/2025,Girls_Hostel_B,36.1,High,2004
4/25/2025,Main_Hostel_A,20.7,Medium,1308
4/26/2025,Main_Hostel_A,34.9,Medium,1788
4/27/2025,Main_Hostel_A,19.1,Medium,1470
4/28/2025,Girls_Hostel_B,25.4,Medium,1530
4/29/2025,Central_Canteen,26,High,1480
4/30/2025,Central_Library,21.3,High,538
5/1/2025,Central_Library,19.2,Medium,482
5/2/2025,Girls_Hostel_B,29.9,Low,1224
5/3/2025,Boys_Hostel_C,24.9,Medium,1536
5/4/2025,Indoor_Stadium,17.7,Medium,1135
5/5/2025,Boys_Hostel_C,34.1,Low,1554
5/6/2025,Central_Canteen,41.1,Medium,1790
5/7/2025,Central_Library,17.9,High,528
5/8/2025,Academic_Block_1,22.4,Medium,1220
5/9/2025,Garden_Irrigation,15.2,Medium,1085
5/10/2025,Girls_Hostel_B,38.1,Medium,1836
5/11/2025,Central_Canteen,38.1,Low,1340
5/12/2025,Indoor_Stadium,41.6,Low,1380
5/13/2025,Academic_Block_1,23.5,Low,1080
5/14/2025,Main_Hostel_A,17.3,Medium,1458
5/15/2025,Central_Canteen,18.7,Medium,1165
5/16/2025,Campus_Laundry,21.7,Low,1656
5/17/2025,Central_Library,34.5,Low,532
5/18/2025,Indoor_Stadium,16.7,Low,760
5/19/2025,Academic_Block_1,39.7,High,1900
5/20/2025,Boys_Hostel_C,25.5,Medium,1500
5/21/2025,Indoor_Stadium,26.1,Medium,1275
5/22/2025,Academic_Block_1,25.4,Low,990
5/23/2025,Indoor_Stadium,15.2,Low,680
5/24/2025,Boys_Hostel_C,28.7,High,1962
5/25/2025,Boys_Hostel_C,30.5,Medium,1752
5/26/2025,Girls_Hostel_B,38.6,Medium,2058
5/27/2025,Indoor_Stadium,41.6,Medium,1600
5/28/2025,Academic_Block_1,37,Medium,1570
5/29/2025,Main_Hostel_A,32.2,Medium,1878
5/30/2025,Girls_Hostel_B,16.2,Medium,1362
5/31/2025,Boys_Hostel_C,35.4,Medium,2028
6/1/2025,Campus_Laundry,41.7,Low,2709
6/2/2025,Central_Canteen,31.4,Low,1050
6/3/2025,Academic_Block_1,37.6,High,1700
6/4/2025,Girls_Hostel_B,19.4,High,1554
6/5/2025,Boys_Hostel_C,18.2,Medium,1404
6/6/2025,Campus_Laundry,27.4,Low,1863
6/7/2025,Academic_Block_1,16.7,Medium,1185
6/8/2025,Campus_Laundry,41.8,Low,2376
6/9/2025,Academic_Block_1,18.4,Medium,1095
6/10/2025,Indoor_Stadium,19,Low,765
6/11/2025,Girls_Hostel_B,40,Low,1632
6/12/2025,Indoor_Stadium,23.8,High,1590
6/13/2025,Girls_Hostel_B,35.8,Medium,2040
6/14/2025,Central_Canteen,15.2,High,1385
6/15/2025,Girls_Hostel_B,21.4,Medium,1398
6/16/2025,Campus_Laundry,20,Medium,2169
6/17/2025,Academic_Block_1,41,Low,1380
6/18/2025,Main_Hostel_A,42,Low,1716
6/19/2025,Garden_Irrigation,31.3,Medium,1360
6/20/2025,Central_Canteen,37.2,High,1715
6/21/2025,Garden_Irrigation,18.7,High,1330
6/22/2025,Main_Hostel_A,39.6,Low,1602
6/23/2025,Central_Library,28.3,High,598
6/24/2025,Academic_Block_1,19.9,Medium,1205
6/25/2025,Indoor_Stadium,36.7,High,1895
6/26/2025,Girls_Hostel_B,26.3,Low,1272
6/27/2025,Central_Library,22.6,High,610
6/28/2025,Garden_Irrigation,27.3,Medium,1370
6/29/2025,Girls_Hostel_B,25.6,Low,1122
6/30/2025,Academic_Block_1,16.8,Medium,1030
7/1/2025,Girls_Hostel_B,25.3,Medium,1518
7/2/2025,Boys_Hostel_C,31.2,Medium,1656
7/3/2025,Academic_Block_1,39,Medium,1670
7/4/2025,Central_Canteen,40.9,Low,1290
7/5/2025,Academic_Block_1,19.8,Medium,1060
7/6/2025,Academic_Block_1,21.6,High,1400
7/7/2025,Central_Library,24.5,Low,420
7/8/2025,Academic_Block_1,27.4,Medium,1245
7/9/2025,Central_Library,27.9,Low,404
7/10/2025,Academic_Block_1,30,High,1530
7/11/2025,Academic_Block_1,30.4,Medium,1375
7/12/2025,Main_Hostel_A,35.2,Medium,1800
7/13/2025,Boys_Hostel_C,38.5,Medium,1836
7/14/2025,Central_Library,24.1,Low,364
7/15/2025,Garden_Irrigation,38.4,Medium,1530
7/16/2025,Indoor_Stadium,19.9,High,1460
7/17/2025,Campus_Laundry,23.1,High,2493
7/18/2025,Garden_Irrigation,32.4,Low,1260
7/19/2025,Girls_Hostel_B,36.5,Low,1662
7/20/2025,Garden_Irrigation,39.7,High,1805
7/21/2025,Central_Canteen,41.8,Low,1505
7/22/2025,Academic_Block_1,31,Low,1190
7/23/2025,Central_Library,37.4,Medium,670
7/24/2025,Garden_Irrigation,34.4,Medium,1650
7/25/2025,Indoor_Stadium,25.9,Medium,1230
7/26/2025,Garden_Irrigation,16.3,Medium,995
7/27/2025,Campus_Laundry,17.5,High,2178
7/28/2025,Central_Canteen,20.2,High,1310
7/29/2025,Indoor_Stadium,34.1,Medium,1650
7/30/2025,Garden_Irrigation,17.3,Low,770
7/31/2025,Girls_Hostel_B,24.2,Low,1212
8/1/2025,Central_Library,17.3,Low,350
8/2/2025,Main_Hostel_A,36.6,Medium,1956
8/3/2025,Girls_Hostel_B,17.6,Medium,1344
8/4/2025,Central_Library,19,Medium,452
8/5/2025,Central_Library,23.5,Medium,468
8/6/2025,Garden_Irrigation,17.8,Medium,1220
8/7/2025,Girls_Hostel_B,16.2,Low,978
8/8/2025,Indoor_Stadium,32.4,Medium,1595
8/9/2025,Boys_Hostel_C,27.1,High,1992
8/10/2025,Academic_Block_1,38.5,Medium,1705
8/11/2025,Central_Canteen,39.5,Low,1495
8/12/2025,Main_Hostel_A,37.4,Medium,1836
8/13/2025,Central_Canteen,18.7,Low,870
8/14/2025,Main_Hostel_A,38,Medium,2028
8/15/2025,Central_Library,32.2,Medium,554
8/16/2025,Central_Canteen,16.2,Low,860
8/17/2025,Girls_Hostel_B,17,Low,858
8/18/2025,Central_Canteen,15.9,Low,690
8/19/2025,Girls_Hostel_B,25.2,Medium,1488
8/20/2025,Central_Canteen,37.1,Medium,1640
8/21/2025,Campus_Laundry,35.6,Low,2502
8/22/2025,Campus_Laundry,31.5,High,2862
8/23/2025,Girls_Hostel_B,33.4,Medium,1776
8/24/2025,Campus_Laundry,15.4,Medium,1863
8/25/2025,Girls_Hostel_B,31.3,Medium,1632
8/26/2025,Central_Library,23.1,Medium,480
8/27/2025,Boys_Hostel_C,33.3,Medium,1962
8/28/2025,Indoor_Stadium,27,Low,1180
8/29/2025,Girls_Hostel_B,28.2,Medium,1578
8/30/2025,Main_Hostel_A,37.6,Medium,1860
8/31/2025,Boys_Hostel_C,21.4,Medium,1518
9/1/2025,Boys_Hostel_C,38.9,Low,1644
9/2/2025,Boys_Hostel_C,32.9,Medium,1692
9/3/2025,Girls_Hostel_B,21,Low,1110
9/4/2025,Indoor_Stadium,22.8,Low,870
9/5/2025,Central_Library,35.4,Medium,624
9/6/2025,Central_Canteen,18.1,Low,845
9/7/2025,Central_Library,30.3,Medium,528
9/8/2025,Girls_Hostel_B,30.9,Low,1368
9/9/2025,Central_Library,28.1,Low,464
9/10/2025,Campus_Laundry,34.1,Medium,2745
9/11/2025,Boys_Hostel_C,39.3,Low,1770
9/12/2025,Main_Hostel_A,40.1,Medium,2094
9/13/2025,Boys_Hostel_C,32.5,Medium,1794
9/14/2025,Garden_Irrigation,19.6,Medium,1240
9/15/2025,Academic_Block_1,23.9,High,1385
9/16/2025,Boys_Hostel_C,23.1,Medium,1500
9/17/2025,Boys_Hostel_C,38.1,High,2160
9/18/2025,Girls_Hostel_B,17.1,High,1638
9/19/2025,Campus_Laundry,36,Medium,2997
9/20/2025,Academic_Block_1,34.3,Medium,1630
9/21/2025,Main_Hostel_A,40.7,Medium,1950
9/22/2025,Garden_Irrigation,25.1,Low,1020
9/23/2025,Girls_Hostel_B,23.3,Medium,1422
9/24/2025,Boys_Hostel_C,40.5,High,2280
9/25/2025,Campus_Laundry,35.4,Medium,2916
9/26/2025,Main_Hostel_A,27.2,High,1962
9/27/2025,Boys_Hostel_C,39.7,Medium,1884
9/28/2025,Boys_Hostel_C,37.1,High,2310
9/29/2025,Main_Hostel_A,32.9,Medium,1764
9/30/2025,Main_Hostel_A,16.8,Medium,1344
10/1/2025,Boys_Hostel_C,21.6,High,1722
10/2/2025,Central_Library,33.3,Medium,622
10/3/2025,Campus_Laundry,27.3,High,3042
10/4/2025,Main_Hostel_A,41.5,Low,1698
10/5/2025,Central_Library,30,Medium,534
10/6/2025,Campus_Laundry,30.9,Medium,2493
10/7/2025,Indoor_Stadium,36.2,High,1800
10/8/2025,Boys_Hostel_C,25,Medium,1560
10/9/2025,Girls_Hostel_B,31.7,High,2064
10/10/2025,Central_Canteen,34.6,Medium,1655
10/11/2025,Academic_Block_1,19.9,Low,815
10/12/2025,Central_Canteen,19.1,Medium,1265
10/13/2025,Indoor_Stadium,27,Medium,1340
10/14/2025,Academic_Block_1,28.2,Low,1205
10/15/2025,Indoor_Stadium,29.7,Medium,1345
10/16/2025,Indoor_Stadium,21,High,1290
10/17/2025,Girls_Hostel_B,15.9,High,1518
10/18/2025,Boys_Hostel_C,30.6,High,2070
10/19/2025,Indoor_Stadium,19.4,Low,980
10/20/2025,Central_Canteen,29.2,Medium,1340
10/21/2025,Garden_Irrigation,29.4,Low,1195
10/22/2025,Main_Hostel_A,21.9,High,1698
10/23/2025,Main_Hostel_A,15.9,Medium,1248
10/24/2025,Garden_Irrigation,21.9,Medium,1270
10/25/2025,Main_Hostel_A,17.1,High,1680
10/26/2025,Girls_Hostel_B,29.9,High,2046
10/27/2025,Garden_Irrigation,22.9,Medium,1185
10/28/2025,Girls_Hostel_B,36.3,Low,1434
10/29/2025,Campus_Laundry,23.4,High,2583
10/30/2025,Main_Hostel_A,25.4,Medium,1686
10/31/2025,Main_Hostel_A,24.5,Medium,1410
11/1/2025,Girls_Hostel_B,32.1,High,2112
11/2/2025,Boys_Hostel_C,32.9,High,2178
11/3/2025,Academic_Block_1,38.8,Medium,1645
11/4/2025,Campus_Laundry,29.9,Medium,2664
11/5/2025,Academic_Block_1,35.2,Medium,1535
11/6/2025,Campus_Laundry,40.3,Medium,2880
11/7/2025,Campus_Laundry,37.2,Medium,2907
11/8/2025,Academic_Block_1,30.7,Medium,1385
11/9/2025,Academic_Block_1,34.5,Medium,1530
11/10/2025,Academic_Block_1,24.9,Medium,1300
11/11/2025,Boys_Hostel_C,34.6,Low,1536
11/12/2025,Girls_Hostel_B,41.9,Low,1806
11/13/2025,Academic_Block_1,20.1,Medium,1235
11/14/2025,Boys_Hostel_C,35.5,Low,1476
11/15/2025,Boys_Hostel_C,24.6,Medium,1524
11/16/2025,Central_Library,22.7,Medium,524
11/17/2025,Indoor_Stadium,27.6,Low,1075
11/18/2025,Campus_Laundry,27.7,Medium,2664
11/19/2025,Central_Library,16.9,Medium,434
11/20/2025,Boys_Hostel_C,24.5,Low,1092
11/21/2025,Central_Library,17.6,High,574
11/22/2025,Main_Hostel_A,15,Medium,1338
11/23/2025,Girls_Hostel_B,18.6,High,1560
11/24/2025,Campus_Laundry,23.5,Medium,2493
11/25/2025,Garden_Irrigation,36.8,High,1805
11/26/2025,Boys_Hostel_C,28.8,Medium,1536
11/27/2025,Indoor_Stadium,40.7,Medium,1620
11/28/2025,Campus_Laundry,24.4,High,2637
11/29/2025,Academic_Block_1,15.7,High,1260
11/30/2025,Central_Library,27.9,Medium,530
12/1/2025,Garden_Irrigation,29.1,Low,1125
12/2/2025,Central_Library,30.1,High,614
12/3/2025,Girls_Hostel_B,28.4,Medium,1590
12/4/2025,Campus_Laundry,38.5,Medium,3177
12/5/2025,Central_Canteen,31.4,Medium,1410
12/6/2025,Girls_Hostel_B,34.1,Medium,1848
12/7/2025,Central_Library,19.8,Medium,422
12/8/2025,Boys_Hostel_C,33.3,High,2052
12/9/2025,Girls_Hostel_B,21.9,Medium,1470
12/10/2025,Girls_Hostel_B,36.4,High,2088
12/11/2025,Central_Canteen,39.3,Medium,1765
12/12/2025,Academic_Block_1,28.2,Medium,1380
12/13/2025,Academic_Block_1,35.6,Medium,1465
12/14/2025,Central_Canteen,34.9,Medium,1680
12/15/2025,Academic_Block_1,22.8,Medium,1225
12/16/2025,Main_Hostel_A,28.5,Medium,1662
12/17/2025,Indoor_Stadium,32.2,Medium,1595
12/18/2025,Boys_Hostel_C,26.2,Low,1212
12/19/2025,Garden_Irrigation,37.9,Low,1225
12/20/2025,Campus_Laundry,26.9,Medium,2376
12/21/2025,Campus_Laundry,17.6,Medium,1818
12/22/2025,Central_Canteen,28,High,1510
12/23/2025,Boys_Hostel_C,31.1,Medium,1632
12/24/2025,Girls_Hostel_B,23.8,High,1782
12/25/2025,Central_Canteen,34.4,Low,1240
12/26/2025,Main_Hostel_A,18.2,Medium,1248
12/27/2025,Girls_Hostel_B,24.7,Low,1344
12/28/2025,Central_Canteen,28.2,Medium,1480
12/29/2025,Girls_Hostel_B,36.9,Medium,1824
12/30/2025,Boys_Hostel_C,39.5,Low,1512
12/31/2025,Indoor_Stadium,33.8,Medium,1545
1/1/2025,Boys_Hostel_C,40.7,Medium,1998
1/2/2025,Central_Library,33.7,Low,480
1/3/2025,Boys_Hostel_C,29.2,Medium,1782
1/4/2025,Campus_Laundry,27.5,Medium,2592
1/5/2025,Campus_Laundry,39.5,High,3447
1/6/2025,Garden_Irrigation,32.7,Low,1095
1/7/2025,Indoor_Stadium,20.9,Low,950
1/8/2025,Campus_Laundry,26.6,Medium,2574
1/9/2025,Girls_Hostel_B,36.9,High,2298
1/10/2025,Boys_Hostel_C,41.5,High,2334
1/11/2025,Main_Hostel_A,29.9,Medium,1716
1/12/2025,Campus_Laundry,20.8,Low,1539
1/13/2025,Garden_Irrigation,25.2,Medium,1400
1/14/2025,Boys_Hostel_C,27.4,Low,1266
1/15/2025,Academic_Block_1,32,Low,1135
1/16/2025,Boys_Hostel_C,22.2,Low,1050
1/17/2025,Central_Library,36.8,Medium,598
1/18/2025,Academic_Block_1,39.4,Low,1360
1/19/2025,Boys_Hostel_C,21,Low,1086
1/20/2025,Academic_Block_1,21.6,Medium,1345
1/21/2025,Campus_Laundry,27.8,Low,2079
1/22/2025,Boys_Hostel_C,22.3,Medium,1404
1/23/2025,Garden_Irrigation,29.9,Low,1050
1/24/2025,Indoor_Stadium,32.7,High,1640
1/25/2025,Main_Hostel_A,15.5,Low,816
1/26/2025,Central_Library,16.8,Medium,416
1/27/2025,Central_Library,18.8,Medium,480
1/28/2025,Girls_Hostel_B,17.6,Medium,1398
1/29/2025,Boys_Hostel_C,22.3,Low,1272
1/30/2025,Main_Hostel_A,25.7,High,1818
1/31/2025,Academic_Block_1,34.3,Medium,1600
2/1/2025,Central_Canteen,21.2,Low,945
2/2/2025,Central_Library,36.7,Medium,678
2/3/2025,Main_Hostel_A,27.4,High,2040
2/4/2025,Main_Hostel_A,35.9,Low,1488
2/5/2025,Boys_Hostel_C,28,Medium,1596
2/6/2025,Central_Canteen,21.4,High,1445
2/7/2025,Boys_Hostel_C,33.4,Medium,1914
2/8/2025,Garden_Irrigation,26.5,High,1650
2/9/2025,Main_Hostel_A,40.8,High,2382
2/10/2025,Academic_Block_1,36.6,Medium,1610
2/11/2025,Academic_Block_1,27.9,High,1605
2/12/2025,Indoor_Stadium,36.8,Low,1325
2/13/2025,Girls_Hostel_B,38.3,Medium,1956
2/14/2025,Boys_Hostel_C,19,Medium,1518
2/15/2025,Garden_Irrigation,38.1,High,1745
2/16/2025,Boys_Hostel_C,32.9,Medium,1908
2/17/2025,Garden_Irrigation,25.1,Medium,1305
2/18/2025,Central_Library,35.2,Medium,678
2/19/2025,Central_Canteen,21.3,Low,1045
2/20/2025,Academic_Block_1,26.1,Medium,1415
2/21/2025,Indoor_Stadium,32.8,High,1660
2/22/2025,Boys_Hostel_C,25.4,Medium,1470
2/23/2025,Garden_Irrigation,30.4,High,1675
2/24/2025,Main_Hostel_A,20.5,Medium,1308
2/25/2025,Garden_Irrigation,21.4,Medium,1245
2/26/2025,Campus_Laundry,30.4,Low,2268
2/27/2025,Central_Canteen,20.7,Medium,1255
2/28/2025,Campus_Laundry,39.8,High,3231
3/1/2025,Boys_Hostel_C,23,High,1716
3/2/2025,Central_Library,21.5,Medium,538
3/3/2025,Garden_Irrigation,37.3,Low,1350
3/4/2025,Campus_Laundry,31.4,Medium,2826
3/5/2025,Garden_Irrigation,33.9,Medium,1565
3/6/2025,Garden_Irrigation,20.3,Low,925
3/7/2025,Boys_Hostel_C,17.1,Medium,1296
3/8/2025,Main_Hostel_A,34.3,Medium,1926
3/9/2025,Academic_Block_1,28.9,Low,1240
3/10/2025,Central_Canteen,36.2,Medium,1525
3/11/2025,Central_Library,17.5,Low,356
3/12/2025,Main_Hostel_A,17.6,Low,858
3/13/2025,Girls_Hostel_B,37.9,Medium,1860
3/14/2025,Indoor_Stadium,40.4,Low,1435
3/15/2025,Indoor_Stadium,36.1,Low,1175
3/16/2025,Indoor_Stadium,17.4,Medium,1040
3/17/2025,Boys_Hostel_C,23.1,High,1686
3/18/2025,Main_Hostel_A,32.2,Medium,1764
3/19/2025,Garden_Irrigation,39,Medium,1670
3/20/2025,Girls_Hostel_B,36.5,Low,1506
3/21/2025,Main_Hostel_A,17.5,Medium,1236
3/22/2025,Central_Canteen,21.2,High,1395
3/23/2025,Main_Hostel_A,19.9,Medium,1554
3/24/2025,Central_Library,38.4,Low,574
3/25/2025,Main_Hostel_A,23.8,Low,1224
3/26/2025,Campus_Laundry,33.3,High,3141
3/27/2025,Central_Canteen,25.8,Low,1090
3/28/2025,Main_Hostel_A,16,Medium,1182
3/29/2025,Indoor_Stadium,35.1,Low,1200
3/30/2025,Academic_Block_1,39.7,Medium,1795
3/31/2025,Boys_Hostel_C,37.4,Medium,1956
4/1/2025,Indoor_Stadium,15.5,Low,700
4/2/2025,Main_Hostel_A,33.5,Low,1374
4/3/2025,Indoor_Stadium,21.7,Medium,1280
4/4/2025,Central_Canteen,28.7,Low,1000
4/5/2025,Campus_Laundry,27.9,Low,1890
4/6/2025,Girls_Hostel_B,35.1,High,2268
4/7/2025,Indoor_Stadium,38.9,Low,1450
4/8/2025,Central_Library,25.5,Medium,578
4/9/2025,Academic_Block_1,19.4,Low,915
4/10/2025,Central_Canteen,29.9,Low,1085
4/11/2025,Girls_Hostel_B,33.3,High,2208
4/12/2025,Central_Canteen,22.9,High,1550
4/13/2025,Campus_Laundry,18.9,Medium,2007
4/14/2025,Main_Hostel_A,37.4,Medium,1878
4/15/2025,Central_Library,33.3,Medium,660
4/16/2025,Academic_Block_1,17.5,Medium,1070
4/17/2025,Indoor_Stadium,23,Low,955
4/18/2025,Academic_Block_1,20,Medium,1255
4/19/2025,Central_Canteen,24.1,Low,1040
4/20/2025,Campus_Laundry,22.2,Low,1512
4/21/2025,Boys_Hostel_C,21.1,Medium,1560
4/22/2025,Main_Hostel_A,34.3,High,2112
4/23/2025,Main_Hostel_A,25.2,Low,1116
4/24/2025,Boys_Hostel_C,36.5,Low,1704
4/25/2025,Campus_Laundry,40.1,High,3591
4/26/2025,Academic_Block_1,16.5,Low,840
4/27/2025,Garden_Irrigation,19.4,Low,985
4/28/2025,Indoor_Stadium,22.8,High,1405
4/29/2025,Garden_Irrigation,28.2,Medium,1470
4/30/2025,Boys_Hostel_C,22.9,High,1794
5/1/2025,Central_Canteen,34.9,Medium,1465
5/2/2025,Academic_Block_1,35.3,High,1735
5/3/2025,Garden_Irrigation,25.8,Low,995
5/4/2025,Main_Hostel_A,18.3,High,1554
5/5/2025,Garden_Irrigation,35.3,Low,1345
5/6/2025,Campus_Laundry,35.3,High,3357
5/7/2025,Garden_Irrigation,26.4,High,1440
5/8/2025,Campus_Laundry,33.3,Medium,2943
5/9/2025,Central_Canteen,17.3,Medium,1210
5/10/2025,Central_Canteen,27.4,Medium,1270
5/11/2025,Central_Library,38.2,Medium,658
5/12/2025,Boys_Hostel_C,38.2,Medium,2004
5/13/2025,Campus_Laundry,36.6,Low,2529
5/14/2025,Main_Hostel_A,24.2,Medium,1524
5/15/2025,Central_Canteen,20.6,Medium,1215
5/16/2025,Boys_Hostel_C,29.9,Low,1476
5/17/2025,Central_Library,23.8,Low,408
5/18/2025,Central_Canteen,22.4,Low,975
5/19/2025,Academic_Block_1,35.2,Medium,1515
5/20/2025,Main_Hostel_A,17.3,Medium,1302
5/21/2025,Main_Hostel_A,16.5,High,1440
5/22/2025,Indoor_Stadium,25.7,Low,1040
5/23/2025,Campus_Laundry,19.2,Medium,2304
5/24/2025,Central_Library,29.4,Low,426
5/25/2025,Academic_Block_1,19.2,Medium,1060
5/26/2025,Central_Library,41.3,Medium,658
5/27/2025,Main_Hostel_A,22.3,Low,1104
5/28/2025,Boys_Hostel_C,22.7,Medium,1614
5/29/2025,Girls_Hostel_B,28.7,Medium,1794
5/30/2025,Indoor_Stadium,16.4,Medium,1190
5/31/2025,Boys_Hostel_C,30.2,Low,1296
6/1/2025,Central_Canteen,15.2,Medium,1185
6/2/2025,Indoor_Stadium,37.4,High,1860
6/3/2025,Garden_Irrigation,41.5,Low,1460
6/4/2025,Central_Canteen,36.3,High,1905
6/5/2025,Indoor_Stadium,26.3,Medium,1470
6/6/2025,Central_Library,17.9,Medium,430
6/7/2025,Indoor_Stadium,22.8,Low,1070
6/8/2025,Academic_Block_1,40.6,Medium,1780
6/9/2025,Main_Hostel_A,23.7,Low,1056
6/10/2025,Girls_Hostel_B,17.8,Medium,1320
6/11/2025,Boys_Hostel_C,28.7,Medium,1638
6/12/2025,Central_Library,31.9,Medium,636
6/13/2025,Girls_Hostel_B,36.5,Low,1458
6/14/2025,Campus_Laundry,37.5,Low,2583
6/15/2025,Girls_Hostel_B,36,Medium,2040
6/16/2025,Girls_Hostel_B,38.4,Medium,2046
6/17/2025,Campus_Laundry,22.6,Medium,2052
6/18/2025,Indoor_Stadium,35.4,Medium,1670
6/19/2025,Garden_Irrigation,22,High,1565
6/20/2025,Academic_Block_1,37.4,Medium,1545
6/21/2025,Boys_Hostel_C,36.4,Low,1644
6/22/2025,Indoor_Stadium,30.2,Low,1105
6/23/2025,Boys_Hostel_C,15.6,Low,1080
6/24/2025,Garden_Irrigation,24.9,Low,975
6/25/2025,Indoor_Stadium,39.5,Medium,1620
6/26/2025,Indoor_Stadium,33.4,Medium,1515
6/27/2025,Campus_Laundry,41,Medium,3231
6/28/2025,Central_Library,36.1,Medium,682
6/29/2025,Main_Hostel_A,28.2,Medium,1800
6/30/2025,Campus_Laundry,41.5,Medium,3240
7/1/2025,Campus_Laundry,36.3,High,3195
7/2/2025,Central_Library,33.6,Medium,572
7/3/2025,Academic_Block_1,25,Medium,1400
7/4/2025,Campus_Laundry,24.7,Medium,2367
7/5/2025,Main_Hostel_A,26.8,High,1986
7/6/2025,Central_Canteen,33.4,Medium,1535
7/7/2025,Main_Hostel_A,36.2,Low,1686
7/8/2025,Indoor_Stadium,28.6,Medium,1400
7/9/2025,Boys_Hostel_C,18.5,Medium,1482
7/10/2025,Boys_Hostel_C,41.8,Low,1596
7/11/2025,Central_Canteen,19,Medium,1150
7/12/2025,Indoor_Stadium,20.7,Low,920
7/13/2025,Campus_Laundry,26.1,Low,1791
7/14/2025,Girls_Hostel_B,29.6,High,2100
7/15/2025,Main_Hostel_A,20.1,Medium,1590
7/16/2025,Central_Library,24.7,Low,428
7/17/2025,Campus_Laundry,21.1,Low,1773
7/18/2025,Garden_Irrigation,39.9,Low,1430
7/19/2025,Campus_Laundry,33,Low,2043
7/20/2025,Central_Canteen,25.3,Medium,1420
7/21/2025,Academic_Block_1,32,Medium,1615
7/22/2025,Garden_Irrigation,40.3,Low,1505
7/23/2025,Central_Library,28.9,Medium,538
7/24/2025,Girls_Hostel_B,35,Medium,1824
7/25/2025,Girls_Hostel_B,38.1,Medium,1998
7/26/2025,Campus_Laundry,29.9,Medium,2691
7/27/2025,Indoor_Stadium,19.2,Low,930
7/28/2025,Garden_Irrigation,20.7,Medium,1100
7/29/2025,Central_Library,32,Medium,630
7/30/2025,Girls_Hostel_B,15.5,Medium,1368
7/31/2025,Campus_Laundry,38.5,Low,2241
8/1/2025,Main_Hostel_A,29.8,Low,1224
8/2/2025,Campus_Laundry,27.3,Medium,2412
8/3/2025,Central_Canteen,25.4,High,1490
8/4/2025,Girls_Hostel_B,16.5,High,1584
8/5/2025,Girls_Hostel_B,28.5,Low,1350
8/6/2025,Boys_Hostel_C,26.8,Low,1134
8/7/2025,Campus_Laundry,37.1,Medium,2970
8/8/2025,Central_Library,23.7,Low,436
8/9/2025,Central_Library,19.9,Medium,524
8/10/2025,Central_Library,17,Low,358
8/11/2025,Central_Canteen,23.8,Medium,1260
8/12/2025,Campus_Laundry,22.9,Low,1530
8/13/2025,Campus_Laundry,27.2,Medium,2502
8/14/2025,Central_Canteen,21.7,Medium,1330
8/15/2025,Central_Library,20.2,Medium,524
8/16/2025,Central_Library,18.2,High,558
8/17/2025,Central_Library,19.5,High,580
8/18/2025,Girls_Hostel_B,37.3,Medium,1908
8/19/2025,Central_Canteen,15.3,Medium,1200
8/20/2025,Academic_Block_1,34.5,Low,1260
8/21/2025,Central_Library,34.9,Medium,618
8/22/2025,Garden_Irrigation,25.7,Low,1005
8/23/2025,Campus_Laundry,17.2,High,2214
8/24/2025,Central_Library,15.8,Medium,452
8/25/2025,Academic_Block_1,23.2,High,1595
8/26/2025,Campus_Laundry,26.9,Medium,2457
8/27/2025,Campus_Laundry,33.3,Medium,2682
8/28/2025,Academic_Block_1,15.7,Medium,1055
8/29/2025,Indoor_Stadium,27.3,Low,1025
8/30/2025,Academic_Block_1,37.8,High,1880
8/31/2025,Central_Canteen,25.7,Medium,1340
9/1/2025,Boys_Hostel_C,28.8,Low,1422
9/2/2025,Indoor_Stadium,15.5,Low,730
9/3/2025,Central_Canteen,19,Low,930
9/4/2025,Central_Library,33.5,Low,478
9/5/2025,Academic_Block_1,27.4,Medium,1350
9/6/2025,Garden_Irrigation,18.7,Low,845
9/7/2025,Garden_Irrigation,16.7,Medium,1035
9/8/2025,Campus_Laundry,29.4,Medium,2700
9/9/2025,Central_Library,36.4,High,714
9/10/2025,Central_Library,23,Medium,460
9/11/2025,Central_Canteen,19.6,Low,900
9/12/2025,Girls_Hostel_B,41.2,High,2400
9/13/2025,Garden_Irrigation,23.4,Low,925
9/14/2025,Girls_Hostel_B,36.6,High,2100
9/15/2025,Indoor_Stadium,30.7,High,1675
9/16/2025,Central_Library,21.4,Medium,488
9/17/2025,Garden_Irrigation,21,Medium,1255
9/18/2025,Academic_Block_1,41.1,Medium,1795
9/19/2025,Central_Canteen,40,Medium,1700
9/20/2025,Central_Canteen,27.2,Medium,1325
